Rxn	Rxn name	Gene Protein Reaction Rule	EC Number	TN(s-1)	Substrate	Organism	Commentary	Reference
3OAR80	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	b1093	1.1.1.100					
3OAS100	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	(b2323 or b1095)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	(b1095 or b2323)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	b2323	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS140	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	(b2323 or b1095)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	b2323	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	(b2323 or b1095)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	b2323	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	(b1095 or b2323)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	b1095	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	(b1095 or b2323)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	(b2323 or b1095)	2.3.1.41	551	decanoyl-[acyl-carrier-protein]	Homo sapiens	"pH 6.8, 37°C"	"Cloning, expression, and characterization of the human mitochondrial beta ketoacyl synthase. Complementation of the yeast CEM1 k... <Preview truncated at 128 characters>"
3OXCOAT	3-oxoadipyl-CoA thiolase	b1397						
3PEPTtex	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
3UMPtex	3UMP transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
42A12BOOXpp	"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)"	b1386	1.4.3.6					
4HOXPACDtex	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
4HTHRS	4-Hydroxy-L-threonine synthase	b0004						
4PCP	"tetrapeptide L,D-carboxypeptidase"	b1192						
4PCPpp	"tetrapeptide L,D-carboxypeptidase (periplasm)"							
4PEPTtex	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
5DGLCNR	5-dehydro-D-gluconate reductase	b4266	1.1.1.69	20000	NA	NA	NA	NA
5DGLCNt2rpp	"5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)"	b4265						
5DGLCNtex	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b2215 or b1377)						
5DOAN	5-deoxyadenosine nuclosidase	b0159						
5MTRtex	5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)	(b1377 or b0929 or b2215 or b0241)						
5MTRtpp	5-Methylthio-D-ribose transport via proton symport (periplasm)							
A5PISO	arabinose-5-phosphate isomerase	(b3197 or b2708)	5.3.1.13	255	D-ribulose-5-phosphate	Escherichia coli	"pH 8.5, 37°C"	"Escherichia coli YrbH is a D arabinose 5 phosphate isomerase,Meredith, T.C.; Woodard, R.W.; J. Biol. Chem. 278, 32771 32777 (200... <Preview truncated at 128 characters>"
AACPS1	acyl-[acyl-carrier-protein] synthetase (n-C14:0)	(b2836 and b1094)	6.2.1.20					
AACPS2	acyl-[acyl-carrier-protein] synthetase  (n-C14:1)	(b2836 and b1094)	6.2.1.20					
AACPS3	acyl-[acyl-carrier-protein] synthetase  (n-C16:0)	(b2836 and b1094)	6.2.1.20					
AACPS4	acyl-[acyl-carrier-protein] synthetase  (n-C16:1)	(b2836 and b1094)	6.2.1.20					
AACPS5	acyl-[acyl-carrier-protein] synthetase  (n-C18:1)	(b2836 and b1094)	6.2.1.20					
AACPS6	acyl-[acyl-carrier-protein] synthetase  (n-C18:0)	(b2836 and b1094)	6.2.1.20					
AACPS7	acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	(b2836 and b1094)	6.2.1.20					
AACPS8	acyl-[acyl-carrier-protein] synthetase  (n-C10:0)	(b2836 and b1094)	6.2.1.20					
AACPS9	acyl-[acyl-carrier-protein] synthetase  (n-C8:0)	(b2836 and b1094)	6.2.1.20					
AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)							
AADDGT	"dTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase"	b4481						
AAMYL	alpha-amylase	b1927						
AAMYLpp	alpha-amylase (periplasm)	b3571						
AB6PGH	Arbutin 6-phosphate glucohydrolase	b2901	3.2.1.86					
ABTA	4-aminobutyrate transaminase	(b2662 or b1302)	2.6.1.19					
ABUTD	Aminobutyraldehyde dehydrogenase	b1444	1.2.1.19					
ABUTt2pp	4-aminobutyrate transport in via proton symport (periplasm)	b2663						
ABUTtex	4-aminobutyrate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACACCT	acetyl-CoA:acetoacetyl-CoA transferase	(b2221 and b2222)						
ACACT1r	acetyl-CoA C-acetyltransferase	(b2224 or b2342 or b3845)	2.3.1.9	900	thiolytic-cleavage	Gallus gallus	-	"Cytosolic acetoacetyl CoA thiolase from chicken liver, Clinkenbeard, K.D.; Sugiyama, T.; Lane, M.D.; Methods Enzymol. 35 B, 167 ... <Preview truncated at 128 characters>"
ACACT2r	acetyl-CoA C-acyltransferase (butanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA	NA	NA	NA
ACACT3r	acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA	NA	NA	NA
ACACT4r	acetyl-CoA C-acyltransferase (octanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA	NA	NA	NA
ACACT5r	acetyl-CoA C-acyltransferase (decanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA	NA	NA	NA
ACACT6r	acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA	NA	NA	NA
ACACT7r	acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA	NA	NA	NA
ACACT8r	acetyl-CoA acyltransferase (hexadecanoyl-CoA) (r)	(b2342 or b3845)	2.3.1.16	20000	NA	NA	NA	NA
ACACt2pp	acetoacetate transport via proton symport  (periplasm)	b2223						
ACACtex	acetoacetate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACALD	acetaldehyde dehydrogenase (acetylating)	(b0351 or b1241)	1.2.1.10	20000	NA	NA	NA	NA
ACALDtex	acetaldehyde transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACALDtpp	acetaldehyde reversible transport (periplasm)	s0001						
ACANTHAT	acetyl-CoA:anthranilate acetyltransferase	b1463	2.3.1.118					
ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	b1993						
ACCOAC	acetyl-CoA carboxylase	(b0185 and b2316 and b3255 and b3256)	6.4.1.2					
ACCOAL	acetate-CoA ligase (ADP-forming)	b4069	6.2.1.13					
ACGAL1PPpp	N-acetyl-D-galactosamine 1-phosphatase (periplasm)		3.1.3.10					
ACGAL1Ptex	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACGALtex	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACGAM1PPpp	N-acetyl-D-glucosamine 1-phosphatase (periplasm)		3.1.3.10					
ACGAM1Ptex	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACGAMK	N-acetylglucosamine kinase	b1119	2.7.1.59	0.0325	N-acetyl-D-glucosamine	Homo sapiens	"37°C, pH 7.5"	Identification and characterization of the genes for N acetylglucosamine kinase and N acetylglucosamine phosphate deacetylase in... <Preview truncated at 128 characters>
ACGAMT	UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase	b3784						
ACGAptspp	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	((b2417 and b1101 and b2415 and b2416) or (b0679 and b2415 and b2416))						
ACGAtex	N-Acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACGK	acetylglutamate kinase	b3959	2.7.2.8					
ACGS	N-acetylglutamate synthase	b2818	2.3.1.1					
ACHBS	2-aceto-2-hydroxybutanoate synthase	((b3670 and b3671) or (b0077 and b0078))						
ACKr	acetate kinase	(b3115 or b2296 or b1849)	2.7.2.1	3869	acetyl-phosphate	Methanosarcina thermophila	"mutant V93A, pH 7.4"	"Characterization of the acetate binding pocket in the Methanosarcina thermophila acetate kinase, Ingram Smith, C.; Gorrell, A.; ... <Preview truncated at 128 characters>"
ACLS	acetolactate synthase	((b3670 and b3671) or (b0077 and b0078))	4.1.3.18	20000	NA	NA	NA	NA
ACM6PH	N-acetylmuramate 6-phosphate hydrolase	b2428						
ACMAMUT	UDP-N-acetyl-D-mannosaminuronic acid transferase	b3794						
ACMANAptspp	N-acetyl-D-mannosamine transport via PTS  (periplasm)	(b1817 and b1818 and b1819 and b2415 and b2416)						
ACMANAtex	N-acetyl-D-mannosamine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACMUMptspp	N-acetylmuramate transport via PEP:Pyr PTS (periplasm)	(b2417 and b2429 and b2415 and b2416)						
ACMUMtex	N-acetylmuramate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ACNAMt2pp	N-acetylneuraminate proton symport (periplasm)	b3224						
ACNAMtex	N-acetylneuraminate transport via diffusion (extracellular to periplasm)	(b4311 or b0929 or b2215)						
ACNML	N-Acetylneuraminate lyase	b3225	4.1.3.3					
ACOAD1f	acyl-CoA dehydrogenase (butanoyl-CoA)	b0221	1.3.99.2	20000	NA	NA	NA	NA
ACOAD2f	acyl-CoA dehydrogenase (hexanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA	Rattus norvegicus	-	"Fluoromorphic Substrates for fatty acid metabolism: Highly sensitive probes for mammalian medium chain acyl CoA dehydrogenase, F... <Preview truncated at 128 characters>"
ACOAD3f	acyl-CoA dehydrogenase (octanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA	Rattus norvegicus	-	"Fluoromorphic Substrates for fatty acid metabolism: Highly sensitive probes for mammalian medium chain acyl CoA dehydrogenase, F... <Preview truncated at 128 characters>"
ACOAD4f	acyl-CoA dehydrogenase (decanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA	Rattus norvegicus	-	"Fluoromorphic Substrates for fatty acid metabolism: Highly sensitive probes for mammalian medium chain acyl CoA dehydrogenase, F... <Preview truncated at 128 characters>"
ACOAD5f	acyl-CoA dehydrogenase (dodecanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA	Rattus norvegicus	-	"Fluoromorphic Substrates for fatty acid metabolism: Highly sensitive probes for mammalian medium chain acyl CoA dehydrogenase, F... <Preview truncated at 128 characters>"
ACOAD6f	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA	Rattus norvegicus	-	"Fluoromorphic Substrates for fatty acid metabolism: Highly sensitive probes for mammalian medium chain acyl CoA dehydrogenase, F... <Preview truncated at 128 characters>"
ACOAD7f	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA	Rattus norvegicus	-	"Fluoromorphic Substrates for fatty acid metabolism: Highly sensitive probes for mammalian medium chain acyl CoA dehydrogenase, F... <Preview truncated at 128 characters>"
ACOAD8f	acyl-CoA dehydrogenase (octadecanoyl-CoA)	b0221	1.3.99.3	35.7	Octanoyl-CoA	Rattus norvegicus	-	"Fluoromorphic Substrates for fatty acid metabolism: Highly sensitive probes for mammalian medium chain acyl CoA dehydrogenase, F... <Preview truncated at 128 characters>"
ACOATA	Acetyl-CoA ACP transacylase	(b1094 and b1091)	2.3.1.38	4.2	acetyl-CoA	Rattus norvegicus	recombinant purified mutant R606A	Alteration of the substrate specificity of the malonyl CoA/acetyl CoA:acyl carrier protein S acyltransferase domain of the multi... <Preview truncated at 128 characters>
ACODA	acetylornithine deacetylase	b3957	3.5.1.16	3800	N2-Acetyl-L-ornithine	Escherichia coli	in the presence of Co2+	"argE encoded N acetyl L ornithine deacetylase from Escherichia coli contains a dinuclear metalloactive site, McGregor, W.C.; Swi... <Preview truncated at 128 characters>"
ACOLIPAabctex	arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)	(b3200 and b3201 and b3199 and b4261 and b4262)						
ACONIs	aconitate isomerase (spontaneous)	s0001	5.3.3.7					
ACONMT	Trans-aconitate methyltransferase	b1519						
ACONTa	"aconitase (half-reaction A, Citrate hydro-lyase)"	(b0118 or b1276)	4.2.1.3	3.3	cis-aconitate	Plasmodium falciparum	pH 7.4	"An iron regulatory like protein expressed in Plasmodium falciparum displays aconitase activity, Hodges, M.; Yikilmaz, E.; Patter... <Preview truncated at 128 characters>"
ACONTb	"aconitase (half-reaction B, Isocitrate hydro-lyase)"	(b0118 or b1276)	4.2.1.3	3.3	cis-aconitate	Plasmodium falciparum	pH 7.4	"An iron regulatory like protein expressed in Plasmodium falciparum displays aconitase activity, Hodges, M.; Yikilmaz, E.; Patter... <Preview truncated at 128 characters>"
ACOTA	acetylornithine transaminase	(b1748 or b3359)	2.6.1.11	1.55	N2-Acetyl-L-ornithine	Salmonella enterica subsp. enterica serovar Typhimurium	"25°C, pH 9.5"	Structure of biosynthetic N acetylornithine aminotransferase from Salmonella typhimurium: studies on substrate specificity and i... <Preview truncated at 128 characters>
ACPPAT120	acyl-(acyl carrier protein):phosphate acyltransferase (C12:0)	(b1094 and b1090)						
ACPPAT140	acyl-(acyl carrier protein):phosphate acyltransferase (C14:0)	(b1094 and b1090)						
ACPPAT141	acyl-(acyl carrier protein):phosphate acyltransferase (C14:1)	(b1094 and b1090)						
ACPPAT160	acyl-(acyl carrier protein):phosphate acyltransferase (C16:0)	(b1094 and b1090)						
ACPPAT161	acyl-(acyl carrier protein):phosphate acyltransferase (C16:1)	(b1094 and b1090)						
ACPPAT180	acyl-(acyl carrier protein):phosphate acyltransferase (C18:0)	(b1094 and b1090)						
ACPPAT181	acyl-(acyl carrier protein):phosphate acyltransferase (C18:1)	(b1094 and b1090)						
ACPS1	acyl-carrier protein synthase	(b3475 or b2563)	2.7.8.7	2.8	CoA	Pseudomonas aeruginosa	-	Characterization of a new type of phosphopantetheinyl transferase for fatty acid and siderophore synthesis in Pseudomonas aerugi... <Preview truncated at 128 characters>
ACS	acetyl-CoA synthetase	b4069	6.2.1.1					
ACSERtex	O-Acetyl-L-serine transport via diffusion (extracellular to periplasm)	(b1377 or b2215 or b0241 or b0929)						
ACSERtpp	O-Acetyl-L-serine export via facilitated transport	(b2578 or b1533)						
ACt2rpp	acetate reversible transport via proton symport (periplasm)							
ACt4pp	Na+/Acetate symport (periplasm)	b4067						
ACtex	Acetate transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ADA	Adenosine deaminase	b1623	3.5.4.4					
ADCL	4-aminobenzoate synthase	b1096						
ADCS	4-amino-4-deoxychorismate synthase	(b3360 and b1812)						
ADD	adenine deaminase	b3665	3.5.4.2					
ADEt2rpp	adenine transport via proton symport (reversible) (periplasm)	(b3654 or b3714)						
ADEtex	adenine transport via diffusion (extracellular to periplasm)	(b0241 or b0929 or b1377 or b2215)						
ADK1	adenylate kinase	b0474	2.7.4.3	879.5	ATP	Homo sapiens	"wild type, 37°C"	Erythrocyte adenylate kinase deficiency: characterization of recombinant mutant forms and relationship with nonspherocytic hemol... <Preview truncated at 128 characters>
ADK3	adentylate kinase (GTP)	b0474						
ADK4	adentylate kinase (ITP)	b0474						
ADMDC	adenosylmethionine decarboxylase	b0120	4.1.1.50	6	S-adenosyl-methionine	Trypanosoma cruzi	in presence of putrescine	"Single turnover kinetic analysis of Trypanosoma cruzi S adenosylmethionine decarboxylase, Kinch, L.N.; Phillips, M.A.; Biochemis... <Preview truncated at 128 characters>"
ADNCYC	adenylate cyclase	b3806	4.6.1.1					
ADNK1	adenosine kinase	b0474	2.7.1.20	25.5	adenosine	Saccharomyces cerevisiae	-	"Expression, purification and characterization of recombinant Saccharomyces cerevisiae adenosine kinase, Xiao Bing, L.V.; Hai Zhe... <Preview truncated at 128 characters>"
ADNUC	adenosine hydrolase	b0030	3.2.2.8					
ADNt2pp	adenosine transport in via proton symport (periplasm)	(b2964 or b2393)						
ADNt2rpp	"adenosine transport in via proton symport, reversible (periplasm)"	b2406						
ADNtex	adenosine transport via diffusion (extracellular to periplasm)	b0411						
ADOCBIK	Adenosyl cobinamide kinase	b1993						
ADOCBLS	Adenosylcobalamin 5-phosphate synthase	b1992						
ADOCBLabcpp	Adenosylcobalamin transport via ABC system (periplasm)	(b1711 and b1709 and b0158)						
ADOCBLtonex	Adenosylcobalimin transport via ton system (extermal)	(b3966 and (b1252 and b3005 and b3006))						
ADPRDP	ADPribose diphosphatase	(b3397 or b3034)	3.6.1.13					
ADPT	adenine phosphoribosyltransferase	b0469	2.4.2.7					
ADSK	adenylyl-sulfate kinase	b2750	2.7.1.25					
ADSL1r	adenylsuccinate lyase	b1131	4.3.2.2	7.5	succinyladenosine-monophosphate	Plasmodium falciparum	"pH 7.4, 25°C"	"Elucidation of the substrate specificity, kinetic and catalytic mechanism of adenylosuccinate lyase from Plasmodium falciparum, ... <Preview truncated at 128 characters>"
ADSL2r	adenylosuccinate lyase	b1131	4.3.2.2	7.5	succinyladenosine-monophosphate	Plasmodium falciparum	"pH 7.4, 25°C"	"Elucidation of the substrate specificity, kinetic and catalytic mechanism of adenylosuccinate lyase from Plasmodium falciparum, ... <Preview truncated at 128 characters>"
ADSS	adenylosuccinate synthase	b4177	6.3.4.4	6.08	GTP	Escherichia coli	"pH 7.7, 25°C, mutant T42A"	Ambiguities in mapping the active site of a conformationally dynamic enzyme by directed mutation. Role of dynamics in structure ... <Preview truncated at 128 characters>
AGDC	N-acetylglucosamine-6-phosphate deacetylase	b0677	3.5.1.25					
AGM3PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase	b0110						
AGM3PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm)	(b2435 or b2817 or b4169)						
AGM3PH	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase"	b1107						
AGM3Pt2pp	GlcNAc-anhMurNAc tripeptide transport in via proton symport (periplasm)	b0433						
AGM4PA	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase	b0110						
AGM4PApp	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide amidase (periplasm)	(b2435 or b2817 or b4169)						
AGM4PCP	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase"	b1192						
AGM4PCPpp	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)"							
AGM4PH	"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase"	b1107						
AGM4Pt2pp	GlcNAc-anhMurNAc tetrapeptide transport in via proton symport (periplasm)	b0433						
